2015,91.562,0.239,0.181,0.17122,1
2015,92.021,0.226,0.141,0.16736,2
2015,93.542,0.193,0.127,0.16089,1
2015,94,0.188,0.115,0.15845,2
2015,95.021,0.177,0.095,0.15649,2
2015,96.542,0.167,0.081,0.15723,1
2015,97,0.168,0.08,0.15439,2
2015,98.521,0.15,0.081,0.15381,1
2015,99.562,0.138,0.092,0.15768,1
2015,100.02,0.139,0.079,0.15552,2
2015,101.54,0.123,0.093,0.15796,1
2015,102,0.132,0.113,0.31055,2
2015,103.02,0.13,0.095,0.27075,2
2015,104.54,0.227,0.222,0.3998,1
2015,105,0.223,0.206,0.36426,2
2015,106.52,0.198,0.164,0.32381,1
2015,108.02,0.266,0.253,0.38892,2
2015,109.54,0.245,0.232,0.41602,1
2015,110,0.232,0.214,0.37988,2
2015,111.02,0.217,0.176,0.35024,2
2015,112.54,0.272,0.23,0.34448,1
2015,113,0.258,0.226,0.35083,2
2015,114.52,0.239,0.195,0.35474,1
2015,115.56,0.233,0.205,0.33901,1
2015,116.02,0.222,0.155,0.31006,2
2015,119.02,0.253,0.235,0.38892,2
2015,120.54,0.222,0.199,0.35645,1
2015,121,0.223,0.172,0.33203,2
2015,123.56,0.181,0.135,0.2919,1
2015,124.02,0.181,0.103,0.27344,2
2015,125.54,0.157,0.106,0.26152,1
2015,127.02,0.274,0.232,0.37207,2
2015,128.54,0.281,0.24,0.40088,1
2015,129,0.357,0.34,0.43262,2
2015,130.52,0.275,0.269,0.42088,1
2015,131.56,0.24,0.252,0.38599,1
2015,132.02,0.236,0.212,0.36108,2
2015,136.54,0.257,0.229,0.37303,1
2015,137,0.282,0.285,0.43027,2
2015,138.52,0.254,0.218,0.37271,1
2015,139.56,0.232,0.193,0.348,1
2015,141.54,0.261,0.25,0.38321,1
2015,142,0.26,0.22,0.36271,2
2015,143.02,0.285,0.255,0.39382,2
2015,144.54,0.309,0.282,0.42256,1
2015,145,0.29,0.276,0.40078,2
2015,146.52,0.27,0.258,0.40703,1
2015,147.56,0.278,0.245,0.40036,1
2015,148.02,0.268,0.237,0.39131,2
2015,149.54,0.271,0.254,0.3844,1
2015,150,0.264,0.225,0.36522,2
2015,151.02,0.248,0.205,0.34266,2
2015,152.54,0.225,0.184,0.32713,1
2015,153,0.227,0.158,0.30882,2
2015,154.52,0.204,0.152,0.28933,1
2015,155.56,0.192,0.126,0.26873,1
2015,156.02,0.193,0.104,0.24804,2
2015,157.54,0.166,0.108,0.23448,1
2015,158,0.171,0.08,0.21716,2
2015,159.02,0.157,0.068,0.20264,2
2015,160.54,0.134,0.095,0.18977,1
2015,161,0.138,0.057,0.17946,2
2015,162.52,0.118,0.069,0.17803,1
2015,163.56,0.116,0.166,0.17208,1
2015,164.02,0.126,0.153,0.18198,2
2015,165.54,0.249,0.219,0.36307,1
2015,166,0.247,0.152,0.40826,2
2015,169,0.263,0.229,0.36037,2
2015,170.52,0.241,0.202,0.33395,1
2015,171.56,0.236,0.178,0.33208,1
2015,172.02,0.23,0.14,0.30373,2
2015,173.54,0.203,0.122,0.28298,1
2015,174,0.204,0.103,0.26181,2
2015,175.02,0.195,0.083,0.2395,2
2015,176.54,0.176,0.08,0.22248,1
2015,177,0.186,0.049,0.20601,2
2015,178.52,0.162,0.071,0.19894,1
2015,179.56,0.155,0.058,0.18944,1
2015,180.02,0.167,0.025,0.1762,2
2015,181.54,0.238,0.13,0.1983,1
2015,182,0.234,0.104,0.1844,2
2015,183.02,0.219,0.077,0.17724,2
2015,184.54,0.202,0.09,0.2373,1
2015,185,0.205,0.084,0.21873,2
2015,186.52,0.239,0.131,0.20372,1
2015,187.56,0.218,0.105,0.18855,1
2015,188.02,0.22,0.081,0.1816,2
2015,189.54,0.279,0.238,0.35789,1
2015,190,0.271,0.256,0.32989,2
2015,191.02,0.272,0.24,0.30637,2
2015,192.54,0.246,0.213,0.27153,1
2015,193,0.244,0.169,0.24619,2
2015,194.52,0.218,0.139,0.22066,1
