2015,91.917,0.278,0.288,0.30164,2
2015,93.417,0.267,0.263,0.29614,1
2015,94.958,0.262,0.271,0.36523,2
2015,95.417,0.256,0.239,0.3518,1
2015,96.417,0.249,0.258,0.32959,1
2015,97.958,0.212,0.225,0.30908,2
2015,98.417,0.21,0.191,0.30908,1
2015,99.917,0.243,0.279,0.29126,2
2015,100.96,0.243,0.267,0.28735,2
2015,101.42,0.24,0.235,0.30078,1
2015,102.96,0.238,0.278,0.2959,2
2015,103.42,0.228,0.254,0.29515,1
2015,104.42,0.316,0.361,0.3998,1
2015,105.96,0.336,0.398,0.41131,2
2015,106.42,0.327,0.344,0.39364,1
2015,107.92,0.339,0.434,0.39282,2
2015,108.96,0.329,0.414,0.37598,2
2015,109.42,0.322,0.372,0.37402,1
2015,110.96,0.315,0.376,0.35707,2
2015,111.42,0.307,0.344,0.35742,1
2015,112.42,0.297,0.304,0.35083,1
2015,113.96,0.291,0.331,0.33618,2
2015,114.42,0.285,0.283,0.3374,1
2015,115.92,0.28,0.313,0.32397,2
2015,116.96,0.274,0.297,0.31836,2
2015,117.42,0.269,0.261,0.32007,1
2015,118.96,0.267,0.276,0.31128,2
2015,119.42,0.262,0.247,0.31249,1
2015,120.42,0.285,0.244,0.30811,1
2015,121.96,0.285,0.281,0.3269,2
2015,122.42,0.274,0.262,0.41772,1
2015,123.92,0.274,0.289,0.35498,2
2015,125.42,0.267,0.241,0.3438,1
2015,126.96,0.259,0.256,0.33105,2
2015,134.96,0.245,0.228,0.29942,2
2015,135.42,0.24,0.193,0.30097,1
2015,136.42,0.239,0.193,0.29661,1
2015,137.96,0.243,0.203,0.29795,2
2015,139.92,0.245,0.24,0.34746,2
2015,141.42,0.239,0.213,0.32633,1
2015,142.96,0.239,0.224,0.31496,2
2015,143.42,0.227,0.215,0.31864,1
2015,144.42,0.232,0.215,0.31953,1
2015,145.96,0.223,0.207,0.31273,2
2015,146.42,0.223,0.192,0.31743,1
2015,147.92,0.23,0.226,0.35225,2
2015,149.42,0.222,0.199,0.33508,1
2015,150.96,0.224,0.208,0.33119,2
2015,151.42,0.214,0.182,0.33005,1
2015,153.96,0.223,0.206,0.31304,2
2015,154.42,0.22,0.188,0.31325,1
2015,155.92,0.225,0.199,0.3015,2
2015,157.42,0.215,0.162,0.3026,1
2015,158.96,0.223,0.198,0.29639,2
2015,159.42,0.218,0.186,0.298,1
2015,160.42,0.214,0.175,0.29304,1
2015,161.96,0.216,0.186,0.28804,2
2015,162.42,0.206,0.167,0.28985,1
2015,163.92,0.21,0.186,0.28086,2
2015,165.42,0.2,0.15,0.27859,1
2015,166.96,0.211,0.195,0.27,2
2015,167.42,0.205,0.179,0.27152,1
2015,169.96,0.205,0.179,0.26099,2
2015,170.42,0.2,0.179,0.26291,1
2015,171.92,0.204,0.183,0.25637,2
2015,172.96,0.205,0.185,0.25373,2
2015,174.96,0.202,0.171,0.24853,2
2015,175.42,0.198,0.172,0.2494,1
2015,176.42,0.198,0.141,0.24787,1
2015,177.96,0.208,0.154,0.31857,2
2015,178.42,0.199,0.152,0.33126,1
2015,179.92,0.209,0.168,0.39031,2
2015,180.96,0.209,0.179,0.37013,2
2015,181.42,0.204,0.155,0.36358,1
2015,182.96,0.204,0.165,0.34984,2
2015,183.42,0.195,0.152,0.34941,1
2015,184.42,0.197,0.136,0.34667,1
2015,185.96,0.198,0.187,0.33346,2
2015,186.42,0.194,0.165,0.3336,1
2015,187.92,0.2,0.175,0.31978,2
2015,189.42,0.192,0.173,0.31614,1
2015,190.96,0.198,0.173,0.31004,2
2015,191.42,0.192,0.159,0.31091,1
2015,192.42,0.191,0.145,0.31841,1
2015,193.96,0.193,0.13,0.3273,2
2015,194.42,0.196,0.143,0.32491,1
2015,195.92,0.194,0.186,0.31145,2
2015,196.96,0.194,0.179,0.30494,2
2015,197.42,0.191,0.178,0.30514,1
2015,198.96,0.194,0.178,0.29481,2
2015,199.42,0.191,0.159,0.29505,1
2015,200.42,0.191,0.145,0.29511,1
2015,201.96,0.195,0.174,0.28457,2
2015,202.42,0.188,0.162,0.28605,1
2015,203.92,0.191,0.165,0.27644,2
2015,205.42,0.188,0.154,0.27295,1
2015,206.96,0.192,0.16,0.26485,2
2015,207.38,0.189,0.123,0.2658,1
2015,208.42,0.186,0.145,0.26217,1
2015,210.42,0.186,0.138,0.25219,1
2015,211.92,0.19,0.17,0.26517,2
2015,213.42,0.25,0.287,0.37436,1
2015,214.96,0.243,0.293,0.35395,2
2015,215.38,0.238,0.259,0.35157,1
2015,216.42,0.237,0.267,0.34314,1
2015,217.96,0.228,0.227,0.35463,2
2015,218.42,0.226,0.212,0.35717,1
2015,219.92,0.235,0.264,0.33995,2
2015,220.96,0.221,0.183,0.41301,2
2015,222.96,0.336,0.353,0.3984,2
2015,223.42,0.329,0.339,0.39584,1
2015,224.42,0.326,0.331,0.39022,1
2015,225.96,0.342,0.329,0.40051,2
2015,226.42,0.34,0.315,0.39196,1
2015,227.92,0.329,0.374,0.36952,2
2015,228.96,0.323,0.374,0.36447,2
2015,229.42,0.319,0.329,0.36412,1
2015,230.96,0.31,0.358,0.35035,2
2015,231.42,0.306,0.331,0.3512,1
2015,232.42,0.298,0.3,0.34496,1
2015,233.96,0.293,0.318,0.33497,2
2015,234.42,0.289,0.293,0.33638,1
2015,235.92,0.279,0.28,0.3256,2
2015,237.42,0.266,0.273,0.32069,1
2015,238.96,0.263,0.26,0.30529,2
2015,239.42,0.247,0.235,0.30631,1
2015,240.42,0.253,0.246,0.29947,1
2015,241.96,0.247,0.236,0.28634,2
2015,242.42,0.244,0.198,0.28797,1
2015,243.92,0.242,0.231,0.27344,2
2015,244.96,0.232,0.229,0.27275,2
2015,245.42,0.225,0.201,0.27495,1
2015,246.96,0.226,0.21,0.26518,2
2015,247.42,0.223,0.202,0.26785,1
2015,248.42,0.22,0.185,0.26279,1
2015,249.96,0.216,0.192,0.24721,2
2015,250.42,0.215,0.199,0.24777,1
2015,251.92,0.216,0.188,0.23832,2
2015,253.42,0.213,0.237,0.35295,1
2015,254.96,0.236,0.28,0.31115,2
2015,255.42,0.23,0.258,0.30887,1
2015,256.42,0.229,0.229,0.29438,1
2015,257.96,0.228,0.217,0.26887,2
2015,258.42,0.223,0.235,0.26991,1
2015,259.92,0.221,0.21,0.25122,2
2015,261.42,0.215,0.176,0.24511,1
2015,262.96,0.215,0.173,0.23136,2
2015,263.42,0.211,0.171,0.24529,1
2015,264.42,0.211,0.168,0.2564,1
2015,265.96,0.209,0.159,0.26001,2
2015,266.42,0.211,0.195,0.292,1
2015,267.92,0.219,0.217,0.33386,2
2015,269.42,0.209,0.206,0.3091,1
2015,270.96,0.212,0.223,0.28748,2
2015,271.42,0.208,0.2,0.28762,1
2015,272.42,0.206,0.18,0.27931,1
2015,273.96,0.205,0.189,0.25791,2
2015,274.42,0.2,0.199,0.26235,1
2015,275.92,0.245,0.347,0.3395,2
2015,277.42,0.25,0.297,0.31262,1
2015,278.96,0.242,0.242,0.28243,2
2015,279.42,0.24,0.243,0.30757,1
2015,280.42,0.232,0.221,0.35736,1
2015,281.96,0.232,0.232,0.3113,2
2015,282.42,0.223,0.214,0.30884,1
2015,283.92,0.221,0.196,0.29152,2
2015,285.42,0.212,0.183,0.31086,1
2015,286.96,0.212,0.185,0.31074,2
2015,287.42,0.21,0.187,0.3116,1
2015,288.42,0.208,0.204,0.37195,1
2015,289.96,0.211,0.194,0.32279,2
2015,290.42,0.205,0.183,0.31918,1
2015,291.92,0.208,0.168,0.29284,2
2015,293.42,0.202,0.139,0.32825,1
2015,294.96,0.208,0.151,0.29148,2
2015,295.42,0.203,0.168,0.29027,1
2015,296.42,0.199,0.162,0.27603,1
2015,297.96,0.197,0.154,0.26868,2
2015,298.42,0.194,0.156,0.28136,1
2015,299.92,0.199,0.138,0.31699,2
2015,301.42,0.198,0.158,0.29893,1
2015,302.96,0.254,0.321,0.41119,2
2015,303.42,0.247,0.298,0.3985,1
2015,304.42,0.236,0.269,0.38674,1
2015,305.96,0.241,0.295,0.3908,2
2015,306.42,0.243,0.278,0.38179,1
2015,307.92,0.239,0.234,0.35597,2
2015,309.42,0.226,0.204,0.34221,1
2015,310.96,0.215,0.174,0.31624,2
2015,311.42,0.221,0.165,0.32092,1
2015,312.42,0.231,0.143,0.30905,1
2015,313.96,0.238,0.23,0.37913,2
2015,314.42,0.273,0.371,0.41337,1
2015,315.92,0.264,0.273,0.37415,2
2015,317.42,0.312,0.393,0.38933,1
2015,318.96,0.29,0.246,0.34647,2
2015,319.42,0.278,0.241,0.34649,1
2015,320.42,0.268,0.207,0.32868,1
2015,321.96,0.306,0.325,0.39176,2
2015,322.42,0.292,0.324,0.40775,1
2015,326.96,0.294,0.273,0.35147,2
2015,334.96,0.292,0.284,0.30928,2
2015,335.42,0.284,0.31,0.30801,1
2015,336.42,0.274,0.237,0.29232,1
2015,337.96,0.26,0.212,0.31221,2
2015,338.42,0.256,0.213,0.30833,1
2015,339.92,0.249,0.186,0.27506,2
2015,341.42,0.233,0.166,0.26263,1
2015,343.42,0.249,0.361,0.37028,1
2015,345.96,0.246,0.21,0.28989,2
2015,346.42,0.236,0.216,0.28999,1
2015,353.96,0.297,0.313,0.32464,2
2015,354.42,0.286,0.292,0.32628,1
2015,355.92,0.277,0.217,0.30232,2
2015,357.42,0.298,0.317,0.37518,1
2015,361.96,0.29,0.233,0.28574,2
2015,362.42,0.279,0.256,0.28739,1
2015,363.92,0.267,0.188,0.2643,2
2015,364.96,0.253,0.178,0.25371,2
2016,1.958,0.241,0.202,0.3386,2
2016,2.417,0.23,0.216,0.33158,1
2016,3.417,0.222,0.189,0.35766,1
2016,9.958,0.284,0.303,0.33478,2
2016,10.375,0.279,0.296,0.33617,1
2016,11.417,0.272,0.288,0.34348,1
2016,20.958,0.287,0.219,0.28571,2
2016,21.417,0.278,0.258,0.29005,1
2016,23.958,0.251,0.189,0.25064,2
2016,24.417,0.244,0.203,0.25322,1
2016,25.958,0.248,0.232,0.29981,2
2016,26.417,0.243,0.249,0.30047,1
2016,27.417,0.244,0.2,0.28034,1
2016,28.958,0.242,0.162,0.25926,2
2016,29.417,0.237,0.171,0.30643,1
2016,30.917,0.235,0.151,0.28356,2
2016,31.958,0.234,0.18,0.26801,2
2016,32.417,0.226,0.21,0.27166,1
2016,33.958,0.22,0.13,0.24249,2
2016,34.417,0.232,0.173,0.2475,1
2016,35.417,0.233,0.146,0.23927,1
2016,40.417,0.13,0.213,0.40031,1
2016,41.958,0.207,0.15,0.35538,2
2016,42.417,0.204,0.156,0.35546,1
2016,43.417,0.208,0.144,0.35678,1
2016,44.958,0.23,0.218,0.3955,2
2016,45.417,0.227,0.31,0.38871,1
2016,49.958,0.349,0.28,0.38284,2
2016,50.417,0.34,0.479,0.41734,1
2016,51.417,0.323,0.319,0.39791,1
2016,52.958,0.304,0.277,0.35937,2
2016,54.917,0.275,0.242,0.34383,2
2016,56.417,0.341,0.277,0.33106,1
2016,58.417,0.325,0.42,0.38376,1
2016,59.417,0.312,0.367,0.36096,1
2016,61.417,0.318,0.4,0.41575,1
2016,62.917,0.337,0.35,0.37372,2
2016,64.417,0.317,0.342,0.35723,1
2016,65.958,0.303,0.334,0.33943,2
2016,66.417,0.293,0.339,0.34084,1
2016,67.417,0.279,0.287,0.32806,1
2016,68.958,0.269,0.286,0.33408,2
2016,69.417,0.275,0.297,0.33555,1
2016,70.917,0.26,0.3,0.3272,2
2016,72.417,0.25,0.269,0.31699,1
2016,73.958,0.248,0.264,0.29488,2
2016,74.417,0.242,0.26,0.29826,1
2016,75.417,0.237,0.226,0.28977,1
2016,76.958,0.236,0.231,0.26861,2
2016,77.417,0.233,0.215,0.27092,1
